frame_no,mtp,psnr
360,84.15055274963379,47.45583452024349
361,78.93538475036621,47.113795848760354
362,74.80835914611816,47.05694148441726
363,67.34204292297362,47.02834549470982
364,59.18717384338379,47.008787937941065
365,60.605287551879876,47.16584454228217
366,62.88647651672362,47.203197022704536
367,79.89144325256348,47.17215340607522
368,71.27547264099121,47.05975614767933
369,88.52338790893555,47.001833191156656
370,89.08414840698242,47.5007221098812
371,88.6378288269043,47.30163288432972
372,78.01294326782228,47.45786219543182
373,72.21245765686035,47.307926808424476
374,66.31708145141603,47.478445301391666
375,55.378198623657234,47.62298658686979
376,59.18025970458984,47.59094860099893
377,58.57920646667481,47.29961111399784
378,49.99542236328125,47.08048619475378
379,56.57410621643065,46.9419655112826
380,71.50912284851074,46.72569317182271
381,62.18814849853516,46.70523053396906
382,50.10247230529785,46.847706639352204
383,51.625967025756836,47.05612921983928
384,51.75495147705078,47.194505243641565
385,56.09583854675293,47.55151198024554
386,50.709009170532234,47.43755828846256
387,85.85286140441895,47.4530050093256
388,50.92000961303711,47.60798023804328
389,119.84372138977052,47.67420773529498
390,108.98256301879884,46.997258799018724
391,105.45015335083008,46.84655650524132
392,98.61564636230467,47.49607373658715
393,90.73543548583984,47.23293153392936
394,81.21061325073242,47.094255271429326
395,80.2454948425293,47.04045830252201
396,68.58062744140625,47.24644036369948
397,65.52314758300781,46.82928248326472
398,55.86552619934082,47.007501636879645
399,59.0968132019043,47.641863428039066
400,67.13128089904785,47.39278713881936
401,58.789968490600586,47.24106921571804
402,49.41701889038086,47.1697735685364
403,54.884672164916985,47.17554855423065
404,63.54689598083496,47.0943361073921
405,58.21132659912109,46.94602599664724
406,47.74308204650879,46.83034318396325
407,55.416107177734375,46.99181583945773
408,49.95059967041016,47.0074617493077
409,59.969902038574226,47.226054248324346
410,67.74544715881348,46.60381246547208
411,63.14969062805176,46.64707158838824
412,53.6656379699707,46.74311458731317
413,67.39449501037598,46.95779435546319
414,64.15176391601562,47.09510494910072
415,52.26588249206543,47.35946144659295
416,67.2903060913086,47.4245604289596
417,55.28879165649414,47.32647944887351
418,49.051523208618164,47.51173521125348
419,50.07147789001465,47.43861120517249
420,91.25661849975586,47.064568367932566
421,89.46990966796875,46.306144569474725
422,84.72132682800293,46.409129675887016
423,81.9091796875,46.56694585822376
424,70.72877883911133,46.890969869910606
425,62.03484535217285,46.89676648189271
426,55.428504943847656,46.930050345362154
427,49.84140396118164,47.07288550292881
428,56.60820007324219,47.09189519472577
429,50.27437210083008,46.991513473724204
430,59.972524642944336,47.14020847102775
431,53.72905731201172,47.05997819157471
432,55.511474609375,47.196934148343026
433,52.0627498626709,47.19461835597167
434,55.008888244628906,47.19516651416718
435,52.60896682739258,47.118767896865634
436,61.26236915588379,47.219441388138286
437,53.1151294708252,47.093058305419255
438,52.931785583496094,47.111903809910594
439,65.77825546264647,47.027235863312704
440,85.09397506713867,46.76245814276888
441,82.72409439086914,46.74183311172668
442,63.3997917175293,46.788130282245255
443,61.944246292114265,46.89115353724634
444,55.689334869384766,46.88995406745028
445,50.314664840698235,46.887565559376405
446,56.06365203857422,46.972701381804114
447,50.375938415527344,46.943987311437844
448,50.60267448425293,47.08423283079897
449,51.535367965698235,47.04888770351853
450,65.95396995544434,46.784667347742605
451,53.780794143676765,46.56664683445061
452,58.67862701416016,46.66400751716782
453,49.488306045532234,46.631944740564784
454,54.407358169555664,46.61307711740457
455,49.245595932006836,46.579601635457585
456,48.006296157836914,46.57703706663806
457,47.384977340698235,46.31045379727131
458,52.908658981323235,46.556175490926286
459,58.37416648864746,46.46533792950755
460,80.53183555603027,46.682783564621104
461,71.33102416992188,46.48632454656828
462,65.58966636657715,46.41397583849623
463,63.257455825805664,46.31904324082707
464,59.16953086853027,46.42928804050675
465,57.1587085723877,46.32510066182057
466,57.42216110229492,46.24093545134261
467,59.054136276245124,46.15687007988048
468,53.84349822998047,46.16823295937027
469,55.80592155456543,45.92844230589199
470,73.99511337280272,45.97678833014964
471,60.8980655670166,45.93041839346835
472,66.89810752868652,45.96259641284154
473,60.63222885131836,45.91757414013785
474,61.40995025634765,45.9156437107721
475,59.91387367248535,45.87762103241048
476,69.89312171936035,45.95791006595029
477,59.935331344604485,45.991354371577465
478,51.17011070251465,46.027952391430226
479,58.32624435424805,46.10496496837995
480,68.27926635742188,46.07061208496712
481,60.236454010009766,45.906142445827896
482,62.069892883300774,45.775379921156684
483,54.66485023498535,45.81980241469533
484,53.22432518005371,45.97769738418143
485,50.93455314636231,46.020123244346216
486,59.40389633178711,46.13125142349917
487,53.796052932739265,46.30772211978872
488,59.308290481567376,46.396147417608034
489,57.82628059387208,46.4933995057566
490,76.91144943237305,46.660015622560216
491,72.57342338562013,46.629112429357846
492,66.39671325683594,46.65386397329453
493,65.25444984436035,46.70328821405428
494,55.486440658569336,46.63756491407693
495,59.45253372192383,46.485057849679855
496,68.5429573059082,46.50812219269067
497,59.17453765869141,46.46946238173666
498,54.92854118347168,46.45636858123279
499,61.640262603759766,46.40092754338692
500,76.48086547851562,46.43024879478279
501,66.2236213684082,46.418072484164675
502,60.075998306274414,46.44349780590111
503,52.85358428955078,46.354304581496564
504,52.659273147583015,46.39697020069021
505,50.25315284729004,46.298036961374045
506,56.84137344360352,46.348281805668144
507,55.186986923217766,46.41872292159359
508,50.08435249328613,46.3816457828294
509,53.80105972290039,46.392800761009845
510,67.58809089660645,46.49801613783144
511,64.41044807434082,46.520268248254546
512,57.26265907287598,46.56534967980275
513,68.06111335754395,46.540740278145456
514,56.855440139770515,46.438055956848494
515,55.41849136352539,46.58286569092355
516,60.18233299255371,46.64941478109797
517,53.861379623413086,46.666558695347646
518,54.692983627319336,46.730980844797536
519,63.490867614746094,46.74595272546314
520,74.53775405883789,46.48566342809903
521,67.49534606933594,46.47384196639943
522,58.12644958496094,46.555066020103595
523,63.99798393249513,46.42792985131773
524,60.53972244262695,46.46966763566723
525,51.69939994812012,46.552329015732795
526,50.623178482055664,46.54877887026455
527,54.47220802307129,46.855637031778755
528,52.31857299804688,46.83049273772809
529,51.07975006103516,47.10831914963946
530,67.54946708679199,46.47552884596755
531,56.4262866973877,47.07697008394777
532,52.41703987121582,46.98185851394447
533,49.7136116027832,47.02761599792628
534,65.41132926940918,46.861220909183245
535,58.95423889160156,46.87994727048113
536,67.48723983764647,46.69831573365612
537,54.02398109436035,46.64005057678818
538,53.5273551940918,46.76752556329195
539,52.45518684387207,46.818471915160636
540,56.69593811035156,46.64864647951085
541,74.89323616027832,46.565067804419705
542,66.98822975158691,46.56600259097866
543,60.15729904174805,46.63555959553337
544,52.25181579589844,46.730170671736424
545,59.550046920776374,46.846948680256716
546,51.64623260498047,46.96530339435775
547,47.765254974365234,47.07626249367575
548,59.801816940307624,46.981427711586846
549,50.80723762512207,46.915320415660496
550,67.76618957519531,47.36231194625206
551,54.46672439575195,47.295907937835686
552,57.862520217895515,47.35119710245729
553,49.6211051940918,47.37329053033494
554,50.94075202941895,47.296006440854576
555,47.86539077758789,47.26969411461776
556,50.599336624145515,47.20803375501186
557,51.55134201049805,47.24215691014821
558,55.32026290893555,47.23997724432245
559,51.8949031829834,47.26127008005589
560,67.1546459197998,47.23344082817873
561,58.06040763854981,47.16391963834954
562,52.026033401489265,47.192879227789184
563,49.71170425415039,47.06263268598342
564,174.18766021728516,47.079420704906035
565,139.4052505493164,46.99426292992689
566,279.83880043029785,46.87992423994947
567,244.858980178833,46.87087850468518
568,209.81645584106445,46.76446839726529
569,174.44491386413574,46.745593416313724
570,136.03878021240234,46.75325750744033
571,283.71620178222656,46.68744234262556
572,248.8157749176025,46.694726530529366
573,213.96803855896,46.233415342521894
574,178.96127700805664,46.496350690667896
575,147.03941345214844,46.35137649515709
576,299.0806102752685,46.44065799697
577,264.2998695373535,46.38522671989403
578,229.6135425567627,46.547584496403324
579,192.9488182067871,46.437031553481226
580,155.88951110839844,46.65892009877504
581,254.8680305480957,46.600576807709906
582,220.32570838928225,46.606119650370786
583,185.7764720916748,46.33067114576571
584,158.89191627502439,46.40734773472793
585,144.10972595214844,46.36652732075804
586,308.6533546447754,46.396026612271655
587,273.9274501800537,46.472223406936386
588,239.20369148254395,46.51012094410882
589,204.45680618286133,46.5727502169391
590,291.8562889099121,46.567564425507534
591,257.13419914245605,46.632880683985796
592,222.41783142089844,46.62567225539514
593,217.73123741149905,46.5962181288485
594,381.6075325012207,46.672792741329076
595,346.9083309173584,46.76973769073261
596,312.2720718383789,46.8259928547036
597,277.6799201965332,46.64276414774024
598,242.97118186950686,46.658471421756936
599,208.3890438079834,46.61098713234849
600,396.7051506042481,46.786054751350896
601,361.92750930786127,46.75634290916653
602,327.1934986114502,46.759329195270396
603,292.6163673400879,47.09799894987242
604,257.98773765563965,47.16493955231577
605,223.26421737670896,47.13078098417214
606,188.56096267700195,47.205137725886644
607,382.9925060272217,47.176686091096705
608,348.3750820159912,47.25191453028994
609,313.7824535369873,47.11202307348103
610,277.5876522064209,46.71484785350545
611,242.9828643798828,46.57705122327596
612,207.9720497131348,46.49619160798374
613,317.48533248901373,46.4432355627561
614,282.8123569488525,46.243907539293936
615,247.8628158569336,45.674690136674435
616,213.03582191467285,46.15452869593198
617,202.5461196899414,46.39664425317571
618,250.98824501037603,46.57921089505025
619,216.09234809875488,46.714871536768506
620,182.03282356262207,33.785206943588605
621,170.7172393798828,33.42723927739932
622,336.5862369537353,33.266781590226685
623,302.1562099456787,33.53867507353143
624,267.84682273864746,33.59952542252641
625,233.227014541626,33.63273707881094
626,199.00131225585935,33.55281087623218
627,206.48622512817386,33.54194275765053
628,357.09190368652344,33.557837136140606
629,322.5982189178467,33.41882830122182
630,285.80665588378906,33.783565451730574
631,251.0838508605957,32.957997191319706
632,216.3848876953125,32.64740330295486
633,273.5941410064697,32.48583182484913
634,240.3364181518555,32.35453986302709
635,231.6257953643799,32.3251337800708
636,397.5036144256592,32.24312643298405
637,363.25502395629877,32.28806379894071
638,328.89771461486816,32.32702829861661
639,294.400691986084,32.385323597622794
640,257.59172439575195,33.752154772800004
641,223.08039665222168,32.686645462789016
642,188.61889839172366,32.694265187212785
643,381.7105293273926,32.80766897372082
644,347.4087715148926,32.756237054421575
645,313.0455017089844,32.776301781692794
646,278.5191535949707,32.76167549428283
647,244.08888816833496,32.71893156987578
648,209.69581604003906,32.88048770624773
649,400.8033275604248,33.040787808484986
650,365.68784713745123,31.82597895939245
651,331.5443992614746,31.409173764770685
652,297.3809242248535,31.174807497213692
653,263.2009983062744,31.071486354312352
654,229.15434837341311,30.993777735476943
655,195.16420364379886,30.86741405991579
656,388.4484767913817,30.83147244856644
657,354.2001247406006,30.74909213073647
658,320.2288150787353,30.704999085528737
659,286.2086296081543,30.534287350177852
660,251.29365921020508,30.874244070525265
661,217.30256080627439,30.406164045734663
662,410.64453125,30.190586348248395
663,376.5239715576172,30.296354098924716
664,342.3275947570801,30.496641610955262
665,308.1669807434082,30.76772891824216
666,274.3048667907715,30.81250341880105
667,239.8791313171387,30.749404816530372
668,205.52587509155276,30.851978849487963
669,222.71966934204104,30.93501539103077
670,214.19119834899905,31.78280509563511
671,209.43188667297366,31.170927934121533
672,237.1010780334473,30.922484959939663
673,203.78804206848145,30.891849519062628
674,208.79864692687988,30.80413847346046
675,195.75023651123047,30.693536129485807
676,187.8654956817627,30.62922200363621
677,180.09448051452634,30.47538164980033
678,177.77776718139648,30.468943442229172
679,172.9726791381836,30.7151711200596
680,166.245698928833,31.29006146616673
681,160.44068336486814,30.800003165996475
682,149.37663078308105,30.566537209758174
683,148.17333221435547,30.534616080122184
684,139.0542984008789,30.537940463739105
685,142.95458793640134,30.556435432597826
686,123.71039390563965,30.541634064281627
687,118.6826229095459,30.51345011819989
688,107.58447647094728,30.606248440706786
689,99.3633270263672,30.637799933359947
690,85.14404296875,30.950864632732795
691,71.17342948913574,30.83555823614222
692,61.62595748901367,30.607304132167496
693,53.27796936035156,30.603206646966328
694,40.198087692260735,30.47662463815311
695,49.4227409362793,30.484345490159825
696,42.51408576965332,30.491626902263217
697,42.10638999938965,30.36999443663199
698,39.697885513305664,30.37959935545713
699,40.508508682250984,30.503975058753102
700,40.15183448791504,30.92647289523118
701,47.835111618041985,30.53443601807579
702,39.87622261047363,30.940303406134426
703,38.709163665771484,30.551794008889946
704,40.55213928222656,30.40648826499677
705,39.1845703125,30.326224932218505
706,38.76328468322754,30.327797312972606
707,40.50064086914063,30.184137869031353
708,39.45255279541016,30.024231967228225
709,41.18680953979492,29.897300480380892
710,42.67120361328125,28.413816458310052
711,38.682222366333015,28.149556147126376
712,37.611961364746094,27.95556079465747
713,38.33198547363281,27.797385099045602
714,37.96863555908203,27.80121207818892
715,38.65766525268555,27.97564418909685
716,36.04292869567871,28.063424792493638
717,43.079137802124016,28.15109173516924
718,37.05787658691406,27.997582033165788
719,41.11456871032715,27.800722812026034
720,53.13801765441895,28.5231564196736
721,46.83375358581543,27.997901534491078
722,39.86930847167969,27.747880560912037
723,39.78061676025391,27.543792335062466
724,38.77425193786621,27.531598059101853
725,41.57733917236328,27.45393007328939
726,40.32206535339356,27.44739630153414
727,39.330720901489265,27.42023456035474
728,39.08348083496094,27.516430937073785
729,46.03290557861328,27.68388841067245
730,50.48966407775879,28.795691044528546
731,50.035953521728516,27.94137815988986
732,57.12461471557617,27.829084764353357
733,49.19910430908203,27.782256463130675
734,43.19667816162109,27.66492114602263
735,41.187047958374016,27.53567770255568
736,37.08481788635254,27.47919780860293
737,40.139198303222656,27.355190404971967
738,39.333105087280266,27.18936805313548
739,46.03362083435058,27.29858735926327
740,74.79023933410645,48.11968055159548
741,67.14749336242676,48.24567580692605
742,58.974027633666985,48.18235762817615
743,58.5174560546875,48.15270190509453
744,59.0670108795166,48.20734727570021
745,53.81083488464356,48.265429601628284
746,49.29685592651367,48.215930626006156
747,55.23872375488281,47.71675363359447
748,47.18780517578125,47.70928327139178
749,56.657075881958015,47.74189806132433
750,69.25249099731445,47.05620825904872
751,66.55192375183105,47.13075880247905
752,58.217763900756836,47.195484522654546
753,56.98800086975098,47.26406083707028
754,46.06890678405762,47.387397926603136
755,47.194480895996094,47.40919012787381
756,51.93376541137695,47.31131477934519
757,64.94355201721191,47.310841356272476
758,54.09836769104004,47.29058748717878
759,64.48793411254883,47.4723488472541
760,76.28011703491211,47.018211217452276
761,71.03753089904785,47.03937543693725
762,63.9646053314209,47.251415038567046
763,61.75923347473145,47.163013373342544
764,52.196741104125984,47.11523945544521
765,53.457021713256836,47.15001015068872
766,52.05059051513672,47.18210665053806
767,50.429105758666985,47.22883493864386
768,44.70205307006836,47.467987826890926
769,57.114839553833015,47.36903014974917
770,69.82946395874022,47.12976129794377
771,64.19873237609862,47.024234401884364
772,58.149099349975586,47.00454232709639
773,56.32209777832031,47.12342952333664
774,52.854299545288086,47.08231304380084
775,52.71172523498535,47.508798273995026
776,48.547983169555664,47.537975405725355
777,58.15362930297852,47.381581788986026
778,52.68597602844238,47.28300723945093
779,51.957130432128906,46.944267793046244
