frame_no,mtp,psnr
0, 0.22040700912475586, 46.182256063524896
1, 0.22548222541809082, 45.9343513754958
2, 0.23048901557922363, 45.93580031404357
3, 0.22431468963623047, 46.01848793755353
4, 0.22238564491271973, 46.02167669053779
5, 0.2187182903289795, 46.06209520470458
6, 0.21331334114074707, 46.596951709378935
7, 0.20177316665649414, 46.60565477389622
8, 0.19033074378967285, 46.872340231979486
9, 0.1869218349456787, 46.31602528045349
10, 0.17250537872314453, 45.31748616935687
11, 0.1613931655883789, 45.44965253888263
12, 0.17328095436096191, 45.35435412473959
13, 0.17609238624572754, 45.88926528692682
14, 0.17550110816955566, 47.36585794696258
15, 0.16729283332824707, 47.50156516795717
16, 0.16476821899414062, 47.52694120936602
17, 0.16633296012878418, 47.40713126580934
18, 0.16460537910461426, 47.42728358993402
19, 0.17623114585876465, 47.38125514523836
20, 0.20615172386169434, 47.6492623585143
21, 0.21462345123291016, 47.459065379479604
22, 0.2237560749053955, 47.51583862857048
23, 0.23897457122802734, 47.39614236373878
24, 0.2502570152282715, 47.41223913075779
25, 0.25817131996154785, 47.354794176941596
26, 0.26906824111938477, 47.246400498146315
27, 0.27158594131469727, 47.25468102102654
28, 0.26963210105895996, 47.15306360867701
29, 0.26622843742370605, 47.1527888210003
30, 0.25930023193359375, 47.075194206992165
33, 0.1936931610107422, 13.303033313591959
34, 0.18984508514404297, 12.601096084713358
35, 0.18404889106750488, 12.223442207498302
36, 0.17708468437194824, 12.287344381255984
37, 0.17788290977478027, 12.558442301104396
38, 0.17871856689453125, 12.590098466807678
39, 0.1808629035949707, 12.282107151861334
40, 0.1759953498840332, 27.569176914787434
41, 0.17447471618652344, 27.07289814874427
42, 0.17182397842407227, 26.90069699762232
43, 0.16355299949645996, 26.64551211589179
44, 0.1564173698425293, 26.65219548126049
45, 0.15489768981933594, 26.738302278211755
46, 0.14885926246643066, 26.71841244814977
47, 0.1401996612548828, 26.78219048256945
48, 0.13541007041931152, 26.668488283574987
49, 0.12601566314697266, 26.700862785769274
50, 0.1246194839477539, 27.157301932498456
51, 0.12410879135131836, 26.86075069815668
52, 0.11589646339416504, 26.726680943339183
53, 0.1091926097869873, 26.571592312774897
54, 0.10591292381286621, 26.623243418610343
55, 0.09929704666137695, 26.664770835360578
56, 0.09265279769897461, 26.59489466290884
57, 0.0836482048034668, 26.60890946785097
58, 0.07365560531616211, 26.566752011523977
59, 0.06527590751647949, 26.46606572373708
60, 0.059778690338134766, 26.948429638439038
61, 0.0498659610748291, 26.619180086086047
62, 0.04895186424255371, 26.41422949343748
63, 0.04781675338745117, 26.296760053004977
64, 0.052425384521484375, 26.073241476656285
65, 0.05439043045043945, 26.057116486890667
66, 0.05116581916809082, 26.084593355320457
67, 0.0491487979888916, 26.033706772624363
68, 0.05465841293334961, 26.085299696943306
69, 0.0489656925201416, 26.0639273584175
70, 0.05152392387390137, 26.674913902746606
71, 0.04619789123535156, 26.25784409016333
72, 0.05212807655334473, 26.254200875655677
73, 0.047074317932128906, 26.16844978108312
74, 0.04810595512390137, 26.182209474846637
75, 0.04900693893432617, 26.35496646994141
76, 0.05271625518798828, 26.54224077104149
77, 0.04716300964355469, 26.713575012699803
78, 0.04662919044494629, 26.86958918169853
79, 0.04301738739013672, 27.130411501847895
80, 0.04656791687011719, 27.865517856159624
81, 0.046141862869262695, 27.875556353978943
82, 0.04767298698425293, 28.03023404021182
83, 0.045197486877441406, 27.989059124818
84, 0.04521012306213379, 27.81230235647332
85, 0.041013479232788086, 27.833700124473445
86, 0.045676231384277344, 27.859641494941396
87, 0.04509782791137695, 27.89741882581407
88, 0.04557228088378906, 27.958628260623044
89, 0.044206857681274414, 28.232572448109337
