second,frame,seconds,n,k,PLR
4910, 229, 1664880550, 37, 36, 0.000988252200840293
4910, 230, 1664880550, 93, 92, 0.000988252200840293
4910, 231, 1664880550, 26, 25, 0.000988252200840293
4910, 232, 1664880550, 27, 26, 0.000988252200840293
4910, 233, 1664880550, 25, 24, 0.0008491954832883039
4910, 234, 1664880551, 27, 26, 0.0008491954832883039
4910, 235, 1664880551, 25, 24, 0.0008491954832883039
4910, 236, 1664880551, 27, 26, 0.0008491954832883039
4910, 237, 1664880551, 29, 28, 0.0008491954832883039
4910, 238, 1664880551, 27, 26, 0.0008491954832883039
4910, 239, 1664880551, 29, 28, 0.0008491954832883039
4910, 240, 1664880551, 86, 85, 0.0008491954832883039
4910, 241, 1664880551, 23, 22, 0.0008491954832883039
4910, 242, 1664880551, 20, 19, 0.0008491954832883039
4910, 243, 1664880551, 20, 19, 0.0008491954832883039
4910, 244, 1664880551, 22, 21, 0.0008491954832883039
4910, 245, 1664880551, 26, 25, 0.0008491954832883039
4910, 246, 1664880551, 24, 23, 0.0008491954832883039
4910, 247, 1664880551, 26, 25, 0.0008491954832883039
4910, 248, 1664880551, 24, 23, 0.0008491954832883039
4910, 249, 1664880551, 29, 28, 0.0008491954832883039
4910, 250, 1664880551, 88, 87, 0.0008491954832883039
4910, 251, 1664880551, 18, 17, 0.0008491954832883039
4910, 252, 1664880551, 23, 22, 0.0008491954832883039
4910, 253, 1664880551, 26, 25, 0.0008491954832883039
4911, 254, 1664880551, 22, 21, 0.0008491954832883039
4911, 255, 1664880551, 22, 21, 0.0008491954832883039
4911, 256, 1664880551, 22, 21, 0.0008491954832883039
4911, 257, 1664880551, 22, 21, 0.0008491954832883039
4911, 258, 1664880551, 21, 20, 0.0008491954832883039
4911, 259, 1664880551, 24, 23, 0.0008491954832883039
4911, 260, 1664880551, 81, 80, 0.0008491954832883039
4911, 261, 1664880551, 28, 27, 0.0008491954832883039
4911, 262, 1664880552, 24, 23, 0.0007497412031275722
4911, 263, 1664880552, 23, 22, 0.0007497412031275722
4911, 264, 1664880552, 23, 22, 0.0007497412031275722
4911, 265, 1664880552, 25, 24, 0.0007497412031275722
4911, 266, 1664880552, 22, 21, 0.0007497412031275722
4911, 267, 1664880552, 23, 22, 0.0007497412031275722
4911, 268, 1664880552, 22, 21, 0.0007497412031275722
4911, 269, 1664880552, 24, 23, 0.0007497412031275722
4911, 270, 1664880552, 70, 69, 0.0007497412031275722
4911, 271, 1664880552, 33, 32, 0.0007497412031275722
4911, 272, 1664880552, 24, 23, 0.0007497412031275722
4911, 273, 1664880552, 27, 26, 0.0007497412031275722
4911, 274, 1664880552, 24, 23, 0.0007497412031275722
4911, 275, 1664880552, 26, 25, 0.0007497412031275722
4911, 276, 1664880552, 24, 23, 0.0007497412031275722
4911, 277, 1664880552, 21, 20, 0.0007497412031275722
4911, 278, 1664880552, 19, 18, 0.0007497412031275722
4912, 279, 1664880552, 23, 22, 0.0007497412031275722
4912, 280, 1664880552, 67, 66, 0.0007497412031275722
4912, 281, 1664880552, 17, 16, 0.0007497412031275722
4912, 282, 1664880552, 18, 17, 0.0007497412031275722
4912, 283, 1664880552, 17, 16, 0.0007497412031275722
4912, 284, 1664880552, 15, 14, 0.0007497412031275722
4912, 285, 1664880552, 15, 14, 0.0007497412031275722
4912, 286, 1664880552, 14, 13, 0.0007497412031275722
4912, 287, 1664880553, 14, 13, 0.0006903323826731451
4912, 288, 1664880553, 14, 13, 0.0006903323826731451
4912, 289, 1664880553, 13, 12, 0.0006903323826731451
4912, 290, 1664880553, 63, 62, 0.0006903323826731451
4912, 291, 1664880553, 11, 10, 0.0006903323826731451
4912, 292, 1664880553, 10, 9, 0.0006903323826731451
4912, 293, 1664880553, 9, 8, 0.0006903323826731451
4912, 294, 1664880553, 10, 9, 0.0006903323826731451
4912, 295, 1664880553, 11, 10, 0.0006903323826731451
4912, 296, 1664880553, 12, 11, 0.0006903323826731451
4912, 297, 1664880553, 10, 9, 0.0006903323826731451
4912, 298, 1664880553, 15, 14, 0.0006903323826731451
4912, 299, 1664880553, 17, 16, 0.0006903323826731451
4912, 300, 1664880553, 64, 63, 0.0006903323826731451
4912, 301, 1664880553, 21, 20, 0.0006903323826731451
4912, 302, 1664880553, 16, 15, 0.0006903323826731451
4912, 303, 1664880553, 13, 12, 0.0006903323826731451
4912, 304, 1664880553, 16, 15, 0.0006903323826731451
4912, 305, 1664880553, 14, 13, 0.0006903323826731451
4912, 306, 1664880553, 17, 16, 0.0006903323826731451
4912, 307, 1664880553, 17, 16, 0.0006903323826731451
4913, 308, 1664880553, 16, 15, 0.0006903323826731451
4913, 309, 1664880553, 18, 17, 0.0006903323826731451
4913, 310, 1664880553, 89, 88, 0.0006903323826731451
4913, 311, 1664880553, 19, 18, 0.0006903323826731451
4913, 312, 1664880553, 25, 24, 0.0006903323826731451
4913, 313, 1664880553, 28, 27, 0.0006903323826731451
4913, 314, 1664880553, 27, 26, 0.0006903323826731451
4913, 315, 1664880554, 27, 26, 0.0006903323826731451
4913, 316, 1664880554, 25, 24, 0.0006422712674237488
4913, 317, 1664880554, 24, 23, 0.0006422712674237488
4913, 318, 1664880554, 24, 23, 0.0006422712674237488
4913, 319, 1664880554, 26, 25, 0.0006422712674237488
4913, 320, 1664880554, 102, 101, 0.0006422712674237488
4913, 321, 1664880554, 28, 27, 0.0006422712674237488
4913, 322, 1664880554, 27, 26, 0.0006422712674237488
4913, 323, 1664880554, 31, 30, 0.0006422712674237488
4913, 324, 1664880554, 28, 27, 0.0006422712674237488
4913, 325, 1664880554, 27, 26, 0.0006422712674237488
4913, 326, 1664880554, 24, 23, 0.0006422712674237488
4913, 327, 1664880554, 24, 23, 0.0006422712674237488
4913, 328, 1664880554, 28, 27, 0.0006422712674237488
4913, 329, 1664880554, 30, 29, 0.0006422712674237488
4913, 330, 1664880554, 102, 101, 0.0006422712674237488
4913, 331, 1664880554, 31, 30, 0.0006422712674237488
4913, 332, 1664880554, 31, 30, 0.0006422712674237488
4913, 333, 1664880554, 32, 31, 0.0006422712674237488
4913, 334, 1664880554, 36, 35, 0.0006422712674237488
4913, 335, 1664880554, 34, 33, 0.0006422712674237488
4914, 336, 1664880554, 30, 29, 0.0006422712674237488
4914, 337, 1664880554, 32, 31, 0.0006422712674237488
4914, 338, 1664880554, 29, 28, 0.0006422712674237488
4914, 339, 1664880554, 26, 25, 0.0006422712674237488
4914, 340, 1664880554, 113, 112, 0.0006422712674237488
4914, 341, 1664880554, 26, 25, 0.0006422712674237488
4914, 342, 1664880555, 25, 24, 0.0006422712674237488
4914, 343, 1664880555, 24, 23, 0.0006422712674237488
4914, 344, 1664880555, 23, 22, 0.0005752528294834584
4914, 345, 1664880555, 33, 32, 0.0005752528294834584
4914, 346, 1664880555, 28, 27, 0.0005752528294834584
4914, 347, 1664880555, 26, 25, 0.0005752528294834584
4914, 348, 1664880555, 22, 21, 0.0005752528294834584
4914, 349, 1664880555, 22, 21, 0.0005752528294834584
4914, 350, 1664880555, 92, 91, 0.0005752528294834584
4914, 351, 1664880555, 18, 17, 0.0005752528294834584
4914, 352, 1664880555, 20, 19, 0.0005752528294834584
4914, 353, 1664880555, 20, 19, 0.0005752528294834584
4914, 354, 1664880555, 20, 19, 0.0005752528294834584
4914, 355, 1664880555, 23, 22, 0.0005752528294834584
4914, 356, 1664880555, 21, 20, 0.0005752528294834584
4914, 357, 1664880555, 27, 26, 0.0005752528294834584
4914, 358, 1664880555, 23, 22, 0.0005752528294834584
4914, 359, 1664880555, 24, 23, 0.0005752528294834584
4914, 360, 1664880555, 87, 86, 0.0005752528294834584
4914, 361, 1664880555, 23, 22, 0.0005752528294834584
4914, 362, 1664880555, 22, 21, 0.0005752528294834584
4914, 363, 1664880555, 25, 24, 0.0005752528294834584
4915, 364, 1664880555, 24, 23, 0.0005752528294834584
4915, 365, 1664880555, 31, 30, 0.0005752528294834584
4915, 366, 1664880555, 29, 28, 0.0005752528294834584
4915, 367, 1664880555, 37, 36, 0.0005752528294834584
4915, 368, 1664880555, 32, 31, 0.0005752528294834584
4915, 369, 1664880555, 45, 44, 0.0005752528294834584
4915, 370, 1664880556, 95, 94, 0.0005752528294834584
4915, 371, 1664880556, 35, 34, 0.0005752528294834584
4915, 372, 1664880556, 33, 32, 0.0005262011190377785
4915, 373, 1664880556, 35, 34, 0.0005262011190377785
4915, 374, 1664880556, 37, 36, 0.0005262011190377785
4915, 375, 1664880556, 33, 32, 0.0005262011190377785
4915, 376, 1664880556, 26, 25, 0.0005262011190377785
4915, 377, 1664880556, 29, 28, 0.0005262011190377785
4915, 378, 1664880556, 30, 29, 0.0005262011190377785
4915, 379, 1664880556, 29, 28, 0.0005262011190377785
4915, 380, 1664880556, 77, 76, 0.0005262011190377785
4915, 381, 1664880556, 20, 19, 0.0005262011190377785
4915, 382, 1664880556, 21, 20, 0.0005262011190377785
4915, 383, 1664880556, 29, 28, 0.0005262011190377785
4915, 384, 1664880556, 34, 33, 0.0005262011190377785
4915, 385, 1664880556, 38, 37, 0.0005262011190377785
4915, 386, 1664880556, 28, 27, 0.0005262011190377785
4915, 387, 1664880556, 27, 26, 0.0005262011190377785
4915, 388, 1664880556, 23, 22, 0.0005262011190377785
4915, 389, 1664880556, 22, 21, 0.0005262011190377785
4915, 390, 1664880556, 74, 73, 0.0005262011190377785
4915, 391, 1664880556, 24, 23, 0.0005262011190377785
4916, 392, 1664880556, 31, 30, 0.0005262011190377785
4916, 393, 1664880556, 35, 34, 0.0005262011190377785
4916, 394, 1664880556, 23, 22, 0.0005262011190377785
4916, 395, 1664880556, 21, 20, 0.0005262011190377785
4916, 396, 1664880556, 29, 28, 0.0005262011190377785
4916, 397, 1664880556, 40, 39, 0.0005262011190377785
4916, 398, 1664880557, 28, 27, 0.0005262011190377785
4916, 399, 1664880557, 36, 35, 0.0005262011190377785
4916, 400, 1664880557, 74, 73, 0.0004850720061661879
4916, 401, 1664880557, 23, 22, 0.0004850720061661879
4916, 402, 1664880557, 25, 24, 0.0004850720061661879
4916, 403, 1664880557, 29, 28, 0.0004850720061661879
4916, 404, 1664880557, 26, 25, 0.0004850720061661879
4916, 405, 1664880557, 25, 24, 0.0004850720061661879
4916, 406, 1664880557, 26, 25, 0.0004850720061661879
4916, 407, 1664880557, 25, 24, 0.0004850720061661879
4916, 408, 1664880557, 27, 26, 0.0004850720061661879
4916, 409, 1664880557, 37, 36, 0.0004850720061661879
4916, 410, 1664880557, 79, 78, 0.0004850720061661879
4916, 411, 1664880557, 31, 30, 0.0004850720061661879
4916, 412, 1664880557, 25, 24, 0.0004850720061661879
4916, 413, 1664880557, 24, 23, 0.0004850720061661879
4916, 414, 1664880557, 19, 18, 0.0004850720061661879
4916, 415, 1664880557, 23, 22, 0.0004850720061661879
4916, 416, 1664880557, 20, 19, 0.0004850720061661879
4916, 417, 1664880557, 19, 18, 0.0004850720061661879
4916, 418, 1664880557, 23, 22, 0.0004850720061661879
4916, 419, 1664880557, 18, 17, 0.0004850720061661879
4917, 420, 1664880557, 68, 67, 0.0004850720061661879
4917, 421, 1664880557, 30, 29, 0.0004850720061661879
4917, 422, 1664880557, 34, 33, 0.0004850720061661879
4917, 423, 1664880557, 33, 32, 0.0004850720061661879
4917, 424, 1664880557, 28, 27, 0.0004850720061661879
4917, 425, 1664880558, 27, 26, 0.0004850720061661879
4917, 426, 1664880558, 26, 25, 0.0004850720061661879
4917, 427, 1664880558, 29, 28, 0.0004850720061661879
4917, 428, 1664880558, 24, 23, 0.0004510542804888818
4917, 429, 1664880558, 23, 22, 0.0004510542804888818
4917, 430, 1664880558, 75, 74, 0.0004510542804888818
4917, 431, 1664880558, 23, 22, 0.0004510542804888818
4917, 432, 1664880558, 24, 23, 0.0004510542804888818
4917, 433, 1664880558, 25, 24, 0.0004510542804888818
4917, 434, 1664880558, 25, 24, 0.0004510542804888818
4917, 435, 1664880558, 25, 24, 0.0004510542804888818
4917, 436, 1664880558, 23, 22, 0.0004510542804888818
4917, 437, 1664880558, 22, 21, 0.0004510542804888818
4917, 438, 1664880558, 24, 23, 0.0004510542804888818
4917, 439, 1664880558, 23, 22, 0.0004510542804888818
4917, 440, 1664880558, 84, 83, 0.0004510542804888818
4917, 441, 1664880558, 23, 22, 0.0004510542804888818
4917, 442, 1664880558, 23, 22, 0.0004510542804888818
4917, 443, 1664880558, 27, 26, 0.0004510542804888818
4917, 444, 1664880558, 24, 23, 0.0004510542804888818
4917, 445, 1664880558, 25, 24, 0.0004510542804888818
4917, 446, 1664880558, 24, 23, 0.0004510542804888818
4917, 447, 1664880558, 22, 21, 0.0004510542804888818
4918, 448, 1664880558, 21, 20, 0.0004510542804888818
4918, 449, 1664880558, 21, 20, 0.0004510542804888818
4918, 450, 1664880558, 81, 80, 0.0004510542804888818
4918, 451, 1664880558, 22, 21, 0.0004510542804888818
4918, 452, 1664880558, 20, 19, 0.0004510542804888818
4918, 453, 1664880559, 22, 21, 0.0004510542804888818
4918, 454, 1664880559, 21, 20, 0.0004510542804888818
4918, 455, 1664880559, 23, 22, 0.0004510542804888818
4918, 456, 1664880559, 24, 23, 0.0004510542804888818
4918, 457, 1664880559, 28, 27, 0.0004997697147813878
4918, 458, 1664880559, 28, 27, 0.0004997697147813878
4918, 459, 1664880559, 30, 29, 0.0004997697147813878
4918, 460, 1664880559, 85, 84, 0.0004997697147813878
4918, 461, 1664880559, 26, 25, 0.0004997697147813878
4918, 462, 1664880559, 31, 30, 0.0004997697147813878
4918, 463, 1664880559, 40, 39, 0.0004997697147813878
4918, 464, 1664880559, 39, 38, 0.0004997697147813878
4918, 465, 1664880559, 40, 39, 0.0004997697147813878
4918, 466, 1664880559, 30, 29, 0.0004997697147813878
4918, 467, 1664880559, 47, 46, 0.0004997697147813878
4918, 468, 1664880559, 27, 26, 0.0004997697147813878
4918, 469, 1664880559, 39, 38, 0.0004997697147813878
4918, 470, 1664880559, 103, 102, 0.0004997697147813878
4918, 471, 1664880559, 38, 37, 0.0004997697147813878
4918, 472, 1664880559, 39, 38, 0.0004997697147813878
4918, 473, 1664880559, 46, 45, 0.0004997697147813878
4918, 474, 1664880559, 33, 32, 0.0004997697147813878
4918, 475, 1664880559, 39, 38, 0.0004997697147813878
4919, 476, 1664880559, 34, 33, 0.0004997697147813878
4919, 477, 1664880559, 31, 30, 0.0004997697147813878
4919, 478, 1664880559, 29, 28, 0.0004997697147813878
4919, 479, 1664880559, 28, 27, 0.0004997697147813878
4919, 480, 1664880559, 86, 85, 0.0004997697147813878
4919, 481, 1664880560, 22, 21, 0.0004997697147813878
4919, 482, 1664880560, 21, 20, 0.0004997697147813878
4919, 483, 1664880560, 24, 23, 0.0004997697147813878
4919, 484, 1664880560, 28, 27, 0.0004997697147813878
4919, 485, 1664880560, 27, 26, 0.00046200077679855116
4919, 486, 1664880560, 26, 25, 0.00046200077679855116
4919, 487, 1664880560, 30, 29, 0.00046200077679855116
4919, 488, 1664880560, 28, 27, 0.00046200077679855116
4919, 489, 1664880560, 28, 27, 0.00046200077679855116
4919, 490, 1664880560, 85, 84, 0.00046200077679855116
4919, 491, 1664880560, 20, 19, 0.00046200077679855116
4919, 492, 1664880560, 25, 24, 0.00046200077679855116
4919, 493, 1664880560, 24, 23, 0.00046200077679855116
4919, 494, 1664880560, 23, 22, 0.00046200077679855116
4919, 495, 1664880560, 34, 33, 0.00046200077679855116
4919, 496, 1664880560, 30, 29, 0.00046200077679855116
4919, 497, 1664880560, 28, 27, 0.00046200077679855116
4919, 498, 1664880560, 24, 23, 0.00046200077679855116
4919, 499, 1664880560, 23, 22, 0.00046200077679855116
4919, 500, 1664880560, 91, 90, 0.00046200077679855116
