second,frame,seconds,n,k,PLR
4919, 501, 1664880560, 23, 22, 0.00046200077679855116
4919, 502, 1664880560, 22, 21, 0.00046200077679855116
4919, 503, 1664880560, 22, 21, 0.00046200077679855116
4920, 504, 1664880560, 22, 21, 0.00046200077679855116
4920, 505, 1664880560, 28, 27, 0.00046200077679855116
4920, 506, 1664880560, 28, 27, 0.00046200077679855116
4920, 507, 1664880560, 26, 25, 0.00046200077679855116
4920, 508, 1664880561, 25, 24, 0.00046200077679855116
4920, 509, 1664880561, 25, 24, 0.00046200077679855116
4920, 510, 1664880561, 89, 88, 0.00046200077679855116
4920, 511, 1664880561, 20, 19, 0.00046200077679855116
4920, 512, 1664880561, 20, 19, 0.00046200077679855116
4920, 513, 1664880561, 25, 24, 0.00043796623496672286
4920, 514, 1664880561, 23, 22, 0.00043796623496672286
4920, 515, 1664880561, 26, 25, 0.00043796623496672286
4920, 516, 1664880561, 24, 23, 0.00043796623496672286
4920, 517, 1664880561, 24, 23, 0.00043796623496672286
4920, 518, 1664880561, 23, 22, 0.00043796623496672286
4920, 519, 1664880561, 23, 22, 0.00043796623496672286
4920, 520, 1664880561, 89, 88, 0.00043796623496672286
4920, 521, 1664880561, 22, 21, 0.00043796623496672286
4920, 522, 1664880561, 22, 21, 0.00043796623496672286
4920, 523, 1664880561, 22, 21, 0.00043796623496672286
4920, 524, 1664880561, 21, 20, 0.00043796623496672286
4920, 525, 1664880561, 22, 21, 0.00043796623496672286
4920, 526, 1664880561, 21, 20, 0.00043796623496672286
4920, 527, 1664880561, 22, 21, 0.00043796623496672286
4920, 528, 1664880561, 22, 21, 0.00043796623496672286
4920, 529, 1664880561, 22, 21, 0.00043796623496672286
4920, 530, 1664880561, 78, 77, 0.00043796623496672286
4920, 531, 1664880561, 19, 18, 0.00043796623496672286
4921, 532, 1664880561, 20, 19, 0.00043796623496672286
4921, 533, 1664880561, 20, 19, 0.00043796623496672286
4921, 534, 1664880561, 18, 17, 0.00043796623496672286
4921, 535, 1664880561, 19, 18, 0.00043796623496672286
4921, 536, 1664880562, 19, 18, 0.00043796623496672286
4921, 537, 1664880562, 18, 17, 0.00043796623496672286
4921, 538, 1664880562, 18, 17, 0.00043796623496672286
4921, 539, 1664880562, 18, 17, 0.00043796623496672286
4921, 540, 1664880562, 65, 64, 0.00043796623496672286
4921, 541, 1664880562, 15, 14, 0.00041550714878878746
4921, 542, 1664880562, 14, 13, 0.00041550714878878746
4921, 543, 1664880562, 16, 15, 0.00041550714878878746
4921, 544, 1664880562, 14, 13, 0.00041550714878878746
4921, 545, 1664880562, 17, 16, 0.00041550714878878746
4921, 546, 1664880562, 15, 14, 0.00041550714878878746
4921, 547, 1664880562, 17, 16, 0.00041550714878878746
4921, 548, 1664880562, 17, 16, 0.00041550714878878746
4921, 549, 1664880562, 18, 17, 0.00041550714878878746
4921, 550, 1664880562, 78, 77, 0.00041550714878878746
4921, 551, 1664880562, 18, 17, 0.00041550714878878746
4921, 552, 1664880562, 21, 20, 0.00041550714878878746
4921, 553, 1664880562, 22, 21, 0.00041550714878878746
4921, 554, 1664880562, 24, 23, 0.00041550714878878746
4921, 555, 1664880562, 22, 21, 0.00041550714878878746
4921, 556, 1664880562, 24, 23, 0.00041550714878878746
4921, 557, 1664880562, 23, 22, 0.00041550714878878746
4921, 558, 1664880562, 23, 22, 0.00041550714878878746
4921, 559, 1664880562, 21, 20, 0.00041550714878878746
4921, 560, 1664880562, 86, 85, 0.00041550714878878746
4922, 561, 1664880562, 17, 16, 0.00041550714878878746
4922, 562, 1664880562, 22, 21, 0.00041550714878878746
4922, 563, 1664880562, 22, 21, 0.00041550714878878746
4922, 564, 1664880563, 24, 23, 0.00041550714878878746
4922, 565, 1664880563, 23, 22, 0.00041550714878878746
4922, 566, 1664880563, 21, 20, 0.00041550714878878746
4922, 567, 1664880563, 22, 21, 0.00041550714878878746
4922, 568, 1664880563, 22, 21, 0.00041550714878878746
4922, 569, 1664880563, 22, 21, 0.00039781349915682054
4922, 570, 1664880563, 82, 81, 0.00039781349915682054
4922, 571, 1664880563, 23, 22, 0.00039781349915682054
4922, 572, 1664880563, 20, 19, 0.00039781349915682054
4922, 573, 1664880563, 19, 18, 0.00039781349915682054
4922, 574, 1664880563, 20, 19, 0.00039781349915682054
4922, 575, 1664880563, 18, 17, 0.00039781349915682054
4922, 576, 1664880563, 18, 17, 0.00039781349915682054
4922, 577, 1664880563, 17, 16, 0.00039781349915682054
4922, 578, 1664880563, 15, 14, 0.00039781349915682054
4922, 579, 1664880563, 12, 11, 0.00039781349915682054
4922, 580, 1664880563, 52, 51, 0.00039781349915682054
4922, 581, 1664880563, 14, 13, 0.00039781349915682054
4922, 582, 1664880563, 13, 12, 0.00039781349915682054
4922, 583, 1664880563, 13, 12, 0.00039781349915682054
4922, 584, 1664880563, 12, 11, 0.00039781349915682054
4922, 585, 1664880563, 15, 14, 0.00039781349915682054
4922, 586, 1664880563, 14, 13, 0.00039781349915682054
4922, 587, 1664880563, 15, 14, 0.00039781349915682054
4922, 588, 1664880563, 15, 14, 0.00039781349915682054
4922, 589, 1664880563, 15, 14, 0.00039781349915682054
4923, 590, 1664880563, 64, 63, 0.00039781349915682054
4923, 591, 1664880563, 15, 14, 0.00039781349915682054
4923, 592, 1664880563, 15, 14, 0.00039781349915682054
4923, 593, 1664880564, 15, 14, 0.00039781349915682054
4923, 594, 1664880564, 16, 15, 0.00039781349915682054
4923, 595, 1664880564, 14, 13, 0.00039781349915682054
4923, 596, 1664880564, 13, 12, 0.00039781349915682054
4923, 597, 1664880564, 13, 12, 0.00039781349915682054
4923, 598, 1664880564, 15, 14, 0.00038391845373172615
4923, 599, 1664880564, 13, 12, 0.00038391845373172615
4923, 600, 1664880564, 55, 54, 0.00038391845373172615
4923, 601, 1664880564, 16, 15, 0.00038391845373172615
4923, 602, 1664880564, 14, 13, 0.00038391845373172615
4923, 603, 1664880564, 12, 11, 0.00038391845373172615
4923, 604, 1664880564, 13, 12, 0.00038391845373172615
4923, 605, 1664880564, 14, 13, 0.00038391845373172615
4923, 606, 1664880564, 15, 14, 0.00038391845373172615
4923, 607, 1664880564, 15, 14, 0.00038391845373172615
4923, 608, 1664880564, 17, 16, 0.00038391845373172615
4923, 609, 1664880564, 13, 12, 0.00038391845373172615
4923, 610, 1664880564, 41, 40, 0.00038391845373172615
4923, 611, 1664880564, 12, 11, 0.00038391845373172615
4923, 612, 1664880564, 18, 17, 0.00038391845373172615
4923, 613, 1664880564, 18, 17, 0.00038391845373172615
4923, 614, 1664880564, 16, 15, 0.00038391845373172615
4923, 615, 1664880564, 20, 19, 0.00038391845373172615
4923, 616, 1664880564, 18, 17, 0.00038391845373172615
4923, 617, 1664880564, 16, 15, 0.00038391845373172615
4923, 618, 1664880564, 14, 13, 0.00038391845373172615
4924, 619, 1664880564, 13, 12, 0.00038391845373172615
4924, 620, 1664880564, 54, 53, 0.00038391845373172615
4924, 621, 1664880564, 9, 8, 0.00038391845373172615
4924, 622, 1664880565, 10, 9, 0.00038391845373172615
4924, 623, 1664880565, 11, 10, 0.00038391845373172615
4924, 624, 1664880565, 10, 9, 0.00038391845373172615
4924, 625, 1664880565, 13, 12, 0.00038391845373172615
4924, 626, 1664880565, 12, 11, 0.00038391845373172615
4924, 627, 1664880565, 11, 10, 0.00037309917503907893
4924, 628, 1664880565, 18, 17, 0.00037309917503907893
4924, 629, 1664880565, 15, 14, 0.00037309917503907893
4924, 630, 1664880565, 66, 65, 0.00037309917503907893
4924, 631, 1664880565, 24, 23, 0.00037309917503907893
4924, 632, 1664880565, 23, 22, 0.00037309917503907893
4924, 633, 1664880565, 21, 20, 0.00037309917503907893
4924, 634, 1664880565, 20, 19, 0.00037309917503907893
4924, 635, 1664880565, 17, 16, 0.00037309917503907893
4924, 636, 1664880565, 17, 16, 0.00037309917503907893
4924, 637, 1664880565, 14, 13, 0.00037309917503907893
4924, 638, 1664880565, 14, 13, 0.00037309917503907893
4924, 639, 1664880565, 14, 13, 0.00037309917503907893
4924, 640, 1664880565, 72, 71, 0.00037309917503907893
4924, 641, 1664880565, 16, 15, 0.00037309917503907893
4924, 642, 1664880565, 13, 12, 0.00037309917503907893
4924, 643, 1664880565, 12, 11, 0.00037309917503907893
4924, 644, 1664880565, 13, 12, 0.00037309917503907893
4924, 645, 1664880565, 14, 13, 0.00037309917503907893
4924, 646, 1664880565, 17, 16, 0.00037309917503907893
4924, 647, 1664880565, 15, 14, 0.00037309917503907893
4925, 648, 1664880565, 14, 13, 0.00037309917503907893
4925, 649, 1664880565, 13, 12, 0.00037309917503907893
4925, 650, 1664880566, 65, 64, 0.00037309917503907893
4925, 651, 1664880566, 10, 9, 0.00037309917503907893
4925, 652, 1664880566, 11, 10, 0.00037309917503907893
4925, 653, 1664880566, 12, 11, 0.00037309917503907893
4925, 654, 1664880566, 12, 11, 0.00037309917503907893
4925, 655, 1664880566, 13, 12, 0.0003615355383524933
4925, 656, 1664880566, 14, 13, 0.0003615355383524933
4925, 657, 1664880566, 15, 14, 0.0003615355383524933
4925, 658, 1664880566, 16, 15, 0.0003615355383524933
4925, 659, 1664880566, 13, 12, 0.0003615355383524933
4925, 660, 1664880566, 92, 91, 0.0003615355383524933
4925, 661, 1664880566, 12, 11, 0.0003615355383524933
4925, 662, 1664880566, 14, 13, 0.0003615355383524933
4925, 663, 1664880566, 13, 12, 0.0003615355383524933
4925, 664, 1664880566, 16, 15, 0.0003615355383524933
4925, 665, 1664880566, 13, 12, 0.0003615355383524933
4925, 666, 1664880566, 16, 15, 0.0003615355383524933
4925, 667, 1664880566, 17, 16, 0.0003615355383524933
4925, 668, 1664880566, 17, 16, 0.0003615355383524933
4925, 669, 1664880566, 13, 12, 0.0003615355383524933
4925, 670, 1664880566, 68, 67, 0.0003615355383524933
4925, 671, 1664880566, 9, 8, 0.0003615355383524933
4925, 672, 1664880566, 11, 10, 0.0003615355383524933
4925, 673, 1664880566, 10, 9, 0.0003615355383524933
4925, 674, 1664880566, 10, 9, 0.0003615355383524933
4925, 675, 1664880566, 11, 10, 0.0003615355383524933
4925, 676, 1664880566, 13, 12, 0.0003615355383524933
4926, 677, 1664880566, 14, 13, 0.0003615355383524933
4926, 678, 1664880567, 16, 15, 0.0003615355383524933
4926, 679, 1664880567, 16, 15, 0.0003615355383524933
4926, 680, 1664880567, 63, 62, 0.0003615355383524933
4926, 681, 1664880567, 10, 9, 0.0003615355383524933
4926, 682, 1664880567, 12, 11, 0.0003615355383524933
4926, 683, 1664880567, 12, 11, 0.0003615355383524933
4926, 684, 1664880567, 11, 10, 0.0003509522895472488
4926, 685, 1664880567, 11, 10, 0.0003509522895472488
4926, 686, 1664880567, 10, 9, 0.0003509522895472488
4926, 687, 1664880567, 9, 8, 0.0003509522895472488
4926, 688, 1664880567, 12, 11, 0.0003509522895472488
4926, 689, 1664880567, 9, 8, 0.0003509522895472488
4926, 690, 1664880567, 45, 44, 0.0003509522895472488
4926, 691, 1664880567, 11, 10, 0.0003509522895472488
4926, 692, 1664880567, 11, 10, 0.0003509522895472488
4926, 693, 1664880567, 11, 10, 0.0003509522895472488
4926, 694, 1664880567, 10, 9, 0.0003509522895472488
4926, 695, 1664880567, 10, 9, 0.0003509522895472488
4926, 696, 1664880567, 11, 10, 0.0003509522895472488
4926, 697, 1664880567, 7, 6, 0.0003509522895472488
4926, 698, 1664880567, 13, 12, 0.0003509522895472488
4926, 699, 1664880567, 12, 11, 0.0003509522895472488
4926, 700, 1664880567, 58, 57, 0.0003509522895472488
4926, 701, 1664880567, 11, 10, 0.0003509522895472488
4926, 702, 1664880567, 14, 13, 0.0003509522895472488
4926, 703, 1664880567, 17, 16, 0.0003509522895472488
4926, 704, 1664880567, 18, 17, 0.0003509522895472488
4926, 705, 1664880567, 17, 16, 0.0003509522895472488
4928, 706, 1664880568, 19, 18, 0.0003509522895472488
4928, 707, 1664880568, 11, 10, 0.0003509522895472488
4928, 708, 1664880568, 20, 19, 0.0003509522895472488
4928, 709, 1664880568, 15, 14, 0.0003509522895472488
4928, 710, 1664880568, 89, 88, 0.0003509522895472488
4928, 711, 1664880568, 10, 9, 0.0003509522895472488
4928, 712, 1664880568, 14, 13, 0.0003509522895472488
4928, 713, 1664880568, 17, 16, 0.0003419615933487269
4928, 714, 1664880568, 20, 19, 0.0003419615933487269
4928, 715, 1664880568, 21, 20, 0.0003419615933487269
4928, 716, 1664880568, 18, 17, 0.0003419615933487269
4928, 717, 1664880568, 19, 18, 0.0003419615933487269
4928, 718, 1664880568, 16, 15, 0.0003419615933487269
4928, 719, 1664880568, 16, 15, 0.0003419615933487269
4928, 720, 1664880568, 117, 116, 0.0003419615933487269
4928, 721, 1664880568, 13, 12, 0.0003419615933487269
4928, 722, 1664880568, 19, 18, 0.0003419615933487269
4928, 723, 1664880568, 19, 18, 0.0003419615933487269
4928, 724, 1664880568, 17, 16, 0.0003419615933487269
4928, 725, 1664880568, 17, 16, 0.0003419615933487269
4928, 726, 1664880568, 17, 16, 0.0003419615933487269
4928, 727, 1664880568, 18, 17, 0.0003419615933487269
4928, 728, 1664880568, 23, 22, 0.0003419615933487269
4928, 729, 1664880568, 24, 23, 0.0003419615933487269
4928, 730, 1664880568, 110, 109, 0.0003419615933487269
4928, 731, 1664880568, 18, 17, 0.0003419615933487269
4928, 732, 1664880568, 19, 18, 0.0003419615933487269
4928, 733, 1664880568, 19, 18, 0.0003419615933487269
4929, 734, 1664880569, 18, 17, 0.0003419615933487269
4929, 735, 1664880569, 18, 17, 0.0003419615933487269
4929, 736, 1664880569, 17, 16, 0.0003419615933487269
4929, 737, 1664880569, 17, 16, 0.0003419615933487269
4929, 738, 1664880569, 19, 18, 0.0003419615933487269
4929, 739, 1664880569, 19, 18, 0.0003419615933487269
4929, 740, 1664880569, 96, 95, 0.0003419615933487269
4929, 741, 1664880569, 19, 18, 0.0003302564344885016
4929, 742, 1664880569, 19, 18, 0.0003302564344885016
4929, 743, 1664880569, 18, 17, 0.0003302564344885016
4929, 744, 1664880569, 20, 19, 0.0003302564344885016
4929, 745, 1664880569, 21, 20, 0.0003302564344885016
4929, 746, 1664880569, 22, 21, 0.0003302564344885016
4929, 747, 1664880569, 21, 20, 0.0003302564344885016
4929, 748, 1664880569, 18, 17, 0.0003302564344885016
4929, 749, 1664880569, 21, 20, 0.0003302564344885016
4929, 750, 1664880569, 88, 87, 0.0003302564344885016
4929, 751, 1664880569, 16, 15, 0.0003302564344885016
4929, 752, 1664880569, 12, 11, 0.0003302564344885016
4929, 753, 1664880569, 15, 14, 0.0003302564344885016
4929, 754, 1664880569, 12, 11, 0.0003302564344885016
4929, 755, 1664880569, 14, 13, 0.0003302564344885016
4929, 756, 1664880569, 13, 12, 0.0003302564344885016
4929, 757, 1664880569, 14, 13, 0.0003302564344885016
4929, 758, 1664880569, 12, 11, 0.0003302564344885016
4929, 759, 1664880569, 12, 11, 0.0003302564344885016
4929, 760, 1664880569, 84, 83, 0.0003302564344885016
4929, 761, 1664880569, 8, 7, 0.0003302564344885016
4930, 762, 1664880570, 21, 20, 0.0003302564344885016
4930, 763, 1664880570, 16, 15, 0.0003302564344885016
4930, 764, 1664880570, 14, 13, 0.0003302564344885016
4930, 765, 1664880570, 13, 12, 0.0003302564344885016
4930, 766, 1664880570, 13, 12, 0.0003302564344885016
4930, 767, 1664880570, 12, 11, 0.0003302564344885016
4930, 768, 1664880570, 13, 12, 0.0003302564344885016
4930, 769, 1664880570, 12, 11, 0.00031987829859568643
4930, 770, 1664880570, 77, 76, 0.00031987829859568643
4930, 771, 1664880570, 12, 11, 0.00031987829859568643
4930, 772, 1664880570, 11, 10, 0.00031987829859568643
4930, 773, 1664880570, 14, 13, 0.00031987829859568643
4930, 774, 1664880570, 12, 11, 0.00031987829859568643
4930, 775, 1664880570, 13, 12, 0.00031987829859568643
4930, 776, 1664880570, 12, 11, 0.00031987829859568643
4930, 777, 1664880570, 11, 10, 0.00031987829859568643
4930, 778, 1664880570, 14, 13, 0.00031987829859568643
4930, 779, 1664880570, 12, 11, 0.00031987829859568643
4930, 780, 1664880570, 77, 76, 0.00031987829859568643
4930, 781, 1664880570, 12, 11, 0.00031987829859568643
4930, 782, 1664880570, 13, 12, 0.00031987829859568643
4930, 783, 1664880570, 15, 14, 0.00031987829859568643
4930, 784, 1664880570, 15, 14, 0.00031987829859568643
4930, 785, 1664880570, 14, 13, 0.00031987829859568643
4930, 786, 1664880570, 14, 13, 0.00031987829859568643
4930, 787, 1664880570, 15, 14, 0.00031987829859568643
4930, 788, 1664880570, 12, 11, 0.00031987829859568643
4930, 789, 1664880570, 12, 11, 0.00031987829859568643
4930, 790, 1664880571, 76, 75, 0.00031987829859568643
4931, 791, 1664880571, 11, 10, 0.00031987829859568643
4931, 792, 1664880571, 12, 11, 0.00031987829859568643
4931, 793, 1664880571, 12, 11, 0.00031987829859568643
4931, 794, 1664880571, 12, 11, 0.00031987829859568643
4931, 795, 1664880571, 14, 13, 0.00031987829859568643
4931, 796, 1664880571, 13, 12, 0.00031987829859568643
4931, 797, 1664880571, 16, 15, 0.00031987829859568643
4931, 798, 1664880571, 19, 18, 0.00031167036805690825
4931, 799, 1664880571, 18, 17, 0.00031167036805690825
4931, 800, 1664880571, 84, 83, 0.00031167036805690825
4931, 801, 1664880571, 13, 12, 0.00031167036805690825
4931, 802, 1664880571, 12, 11, 0.00031167036805690825
4931, 803, 1664880571, 12, 11, 0.00031167036805690825
4931, 804, 1664880571, 12, 11, 0.00031167036805690825
4931, 805, 1664880571, 12, 11, 0.00031167036805690825
4931, 806, 1664880571, 13, 12, 0.00031167036805690825
4931, 807, 1664880571, 12, 11, 0.00031167036805690825
4931, 808, 1664880571, 12, 11, 0.00031167036805690825
4931, 809, 1664880571, 14, 13, 0.00031167036805690825
4931, 810, 1664880571, 82, 81, 0.00031167036805690825
4931, 811, 1664880571, 13, 12, 0.00031167036805690825
4931, 812, 1664880571, 13, 12, 0.00031167036805690825
4931, 813, 1664880571, 14, 13, 0.00031167036805690825
4931, 814, 1664880571, 13, 12, 0.00031167036805690825
4931, 815, 1664880571, 15, 14, 0.00031167036805690825
4931, 816, 1664880571, 17, 16, 0.00031167036805690825
4931, 817, 1664880571, 15, 14, 0.00031167036805690825
4931, 818, 1664880572, 15, 14, 0.00031167036805690825
4931, 819, 1664880572, 16, 15, 0.00031167036805690825
4932, 820, 1664880572, 78, 77, 0.00031167036805690825
4932, 821, 1664880572, 12, 11, 0.00031167036805690825
4932, 822, 1664880572, 12, 11, 0.00031167036805690825
4932, 823, 1664880572, 14, 13, 0.00031167036805690825
4932, 824, 1664880572, 12, 11, 0.00031167036805690825
4932, 825, 1664880572, 16, 15, 0.00031167036805690825
4932, 826, 1664880572, 15, 14, 0.00031167036805690825
4932, 827, 1664880572, 14, 13, 0.0003032468445959107
4932, 828, 1664880572, 12, 11, 0.0003032468445959107
4932, 829, 1664880572, 14, 13, 0.0003032468445959107
4932, 830, 1664880572, 69, 68, 0.0003032468445959107
4932, 831, 1664880572, 11, 10, 0.0003032468445959107
4932, 832, 1664880572, 11, 10, 0.0003032468445959107
4932, 833, 1664880572, 12, 11, 0.0003032468445959107
4932, 834, 1664880572, 12, 11, 0.0003032468445959107
4932, 835, 1664880572, 12, 11, 0.0003032468445959107
4932, 836, 1664880572, 12, 11, 0.0003032468445959107
4932, 837, 1664880572, 13, 12, 0.0003032468445959107
4932, 838, 1664880572, 15, 14, 0.0003032468445959107
4932, 839, 1664880572, 16, 15, 0.0003032468445959107
4932, 840, 1664880572, 80, 79, 0.0003032468445959107
4932, 841, 1664880572, 13, 12, 0.0003032468445959107
4932, 842, 1664880572, 11, 10, 0.0003032468445959107
4932, 843, 1664880572, 11, 10, 0.0003032468445959107
4932, 844, 1664880572, 11, 10, 0.0003032468445959107
4932, 845, 1664880572, 11, 10, 0.0003032468445959107
4932, 846, 1664880573, 11, 10, 0.0003032468445959107
4932, 847, 1664880573, 12, 11, 0.0003032468445959107
4932, 848, 1664880573, 19, 18, 0.0003032468445959107
4933, 849, 1664880573, 14, 13, 0.0003032468445959107
4933, 850, 1664880573, 76, 75, 0.0003032468445959107
4933, 851, 1664880573, 13, 12, 0.0003032468445959107
4933, 852, 1664880573, 14, 13, 0.0003032468445959107
4933, 853, 1664880573, 21, 20, 0.0003032468445959107
4933, 854, 1664880573, 20, 19, 0.0003032468445959107
4933, 855, 1664880573, 21, 20, 0.0003032468445959107
4933, 856, 1664880573, 22, 21, 0.0002956847172997533
4933, 857, 1664880573, 23, 22, 0.0002956847172997533
4933, 858, 1664880573, 26, 25, 0.0002956847172997533
4933, 859, 1664880573, 40, 39, 0.0002956847172997533
4933, 860, 1664880573, 133, 132, 0.0002956847172997533
4933, 861, 1664880573, 16, 15, 0.0002956847172997533
4933, 862, 1664880573, 17, 16, 0.0002956847172997533
4933, 863, 1664880573, 19, 18, 0.0002956847172997533
4933, 864, 1664880573, 17, 16, 0.0002956847172997533
4933, 865, 1664880573, 20, 19, 0.0002956847172997533
4933, 866, 1664880573, 20, 19, 0.0002956847172997533
4933, 867, 1664880573, 21, 20, 0.0002956847172997533
4933, 868, 1664880573, 23, 22, 0.0002956847172997533
4933, 869, 1664880573, 19, 18, 0.0002956847172997533
4933, 870, 1664880573, 117, 116, 0.0002956847172997533
4933, 871, 1664880573, 20, 19, 0.0002956847172997533
4933, 872, 1664880573, 27, 26, 0.0002956847172997533
4933, 873, 1664880573, 24, 23, 0.0002956847172997533
4933, 874, 1664880574, 38, 37, 0.0002956847172997533
4933, 875, 1664880574, 33, 32, 0.0002956847172997533
4933, 876, 1664880574, 30, 29, 0.0002956847172997533
4934, 877, 1664880574, 27, 26, 0.0002956847172997533
4934, 878, 1664880574, 27, 26, 0.0002956847172997533
4934, 879, 1664880574, 20, 19, 0.0002956847172997533
4934, 880, 1664880574, 90, 89, 0.0002956847172997533
4934, 881, 1664880574, 18, 17, 0.0002956847172997533
4934, 882, 1664880574, 23, 22, 0.0002956847172997533
4934, 883, 1664880574, 22, 21, 0.0002956847172997533
4934, 884, 1664880574, 22, 21, 0.0002956847172997533
4934, 885, 1664880574, 20, 19, 0.0002956847172997533
4934, 886, 1664880574, 20, 19, 0.0002842473167052203
4934, 887, 1664880574, 20, 19, 0.0002842473167052203
4934, 888, 1664880574, 20, 19, 0.0002842473167052203
4934, 889, 1664880574, 21, 20, 0.0002842473167052203
4934, 890, 1664880574, 109, 108, 0.0002842473167052203
4934, 891, 1664880574, 21, 20, 0.0002842473167052203
4934, 892, 1664880574, 28, 27, 0.0002842473167052203
4934, 893, 1664880574, 26, 25, 0.0002842473167052203
4934, 894, 1664880574, 23, 22, 0.0002842473167052203
4934, 895, 1664880574, 24, 23, 0.0002842473167052203
4934, 896, 1664880574, 21, 20, 0.0002842473167052203
4934, 897, 1664880574, 22, 21, 0.0002842473167052203
4934, 898, 1664880574, 21, 20, 0.0002842473167052203
4934, 899, 1664880574, 26, 25, 0.0002842473167052203
4934, 900, 1664880574, 109, 108, 0.0002842473167052203
4934, 901, 1664880575, 22, 21, 0.0002842473167052203
4934, 902, 1664880575, 22, 21, 0.0002842473167052203
4934, 903, 1664880575, 24, 23, 0.0002842473167052203
4934, 904, 1664880575, 24, 23, 0.0002842473167052203
4935, 905, 1664880575, 22, 21, 0.0002842473167052203
4935, 906, 1664880575, 20, 19, 0.0002842473167052203
4935, 907, 1664880575, 21, 20, 0.0002842473167052203
4935, 908, 1664880575, 21, 20, 0.0002842473167052203
4935, 909, 1664880575, 23, 22, 0.0002842473167052203
4935, 910, 1664880575, 99, 98, 0.0002842473167052203
4935, 911, 1664880575, 19, 18, 0.0002842473167052203
4935, 912, 1664880575, 19, 18, 0.0002842473167052203
4935, 913, 1664880575, 21, 20, 0.0002842473167052203
4935, 914, 1664880575, 19, 18, 0.0002842473167052203
4935, 915, 1664880575, 19, 18, 0.0002842473167052203
4935, 916, 1664880575, 18, 17, 0.0002842473167052203
4935, 917, 1664880575, 17, 16, 0.0002738238330701729
4935, 918, 1664880575, 16, 15, 0.0002738238330701729
4935, 919, 1664880575, 16, 15, 0.0002738238330701729
4935, 920, 1664880575, 81, 80, 0.0002738238330701729
4935, 921, 1664880575, 14, 13, 0.0002738238330701729
4935, 922, 1664880575, 18, 17, 0.0002738238330701729
4935, 923, 1664880575, 17, 16, 0.0002738238330701729
4935, 924, 1664880575, 17, 16, 0.0002738238330701729
4935, 925, 1664880575, 16, 15, 0.0002738238330701729
4935, 926, 1664880575, 16, 15, 0.0002738238330701729
4935, 927, 1664880575, 15, 14, 0.0002738238330701729
4935, 928, 1664880575, 16, 15, 0.0002738238330701729
4935, 929, 1664880575, 17, 16, 0.0002738238330701729
4935, 930, 1664880576, 85, 84, 0.0002738238330701729
4935, 931, 1664880576, 19, 18, 0.0002738238330701729
4935, 932, 1664880576, 20, 19, 0.0002738238330701729
4936, 933, 1664880576, 20, 19, 0.0002738238330701729
4936, 934, 1664880576, 20, 19, 0.0002738238330701729
4936, 935, 1664880576, 21, 20, 0.0002738238330701729
4936, 936, 1664880576, 19, 18, 0.0002738238330701729
4936, 937, 1664880576, 20, 19, 0.0002738238330701729
4936, 938, 1664880576, 20, 19, 0.0002738238330701729
4936, 939, 1664880576, 20, 19, 0.0002738238330701729
4936, 940, 1664880576, 91, 90, 0.0002738238330701729
4936, 941, 1664880576, 16, 15, 0.0002738238330701729
4936, 942, 1664880576, 24, 23, 0.0002738238330701729
4936, 943, 1664880576, 45, 44, 0.0002738238330701729
4936, 944, 1664880576, 22, 21, 0.0002738238330701729
4936, 945, 1664880576, 32, 31, 0.0002738238330701729
4936, 946, 1664880576, 29, 28, 0.00026577515026389003
4936, 947, 1664880576, 31, 30, 0.00026577515026389003
4936, 948, 1664880576, 25, 24, 0.00026577515026389003
4936, 949, 1664880576, 29, 28, 0.00026577515026389003
4936, 950, 1664880576, 109, 108, 0.00026577515026389003
4936, 951, 1664880576, 20, 19, 0.00026577515026389003
4936, 952, 1664880576, 25, 24, 0.00026577515026389003
4936, 953, 1664880576, 26, 25, 0.00026577515026389003
4936, 954, 1664880576, 25, 24, 0.00026577515026389003
4936, 955, 1664880576, 28, 27, 0.00026577515026389003
4936, 956, 1664880577, 25, 24, 0.00026577515026389003
4936, 957, 1664880577, 28, 27, 0.00026577515026389003
4936, 958, 1664880577, 31, 30, 0.00026577515026389003
4936, 959, 1664880577, 31, 30, 0.00026577515026389003
4936, 960, 1664880577, 89, 88, 0.00026577515026389003
4937, 961, 1664880577, 28, 27, 0.00026577515026389003
4937, 962, 1664880577, 27, 26, 0.00026577515026389003
4937, 963, 1664880577, 40, 39, 0.00026577515026389003
4937, 964, 1664880577, 36, 35, 0.00026577515026389003
4937, 965, 1664880577, 36, 35, 0.00026577515026389003
4937, 966, 1664880577, 29, 28, 0.00026577515026389003
4937, 967, 1664880577, 38, 37, 0.00026577515026389003
4937, 968, 1664880577, 37, 36, 0.00026577515026389003
4937, 969, 1664880577, 40, 39, 0.00026577515026389003
4937, 970, 1664880577, 98, 97, 0.00025597093489159015
4937, 971, 1664880577, 28, 27, 0.00025597093489159015
4937, 972, 1664880577, 36, 35, 0.00025597093489159015
4937, 973, 1664880577, 31, 30, 0.00025597093489159015
4937, 974, 1664880577, 31, 30, 0.00025597093489159015
4937, 975, 1664880577, 33, 32, 0.00025597093489159015
4937, 976, 1664880577, 35, 34, 0.00025597093489159015
4937, 977, 1664880577, 35, 34, 0.00025597093489159015
4937, 978, 1664880577, 39, 38, 0.00025597093489159015
4937, 979, 1664880577, 39, 38, 0.00025597093489159015
4937, 980, 1664880577, 92, 91, 0.00025597093489159015
4937, 981, 1664880578, 29, 28, 0.00025597093489159015
4937, 982, 1664880578, 37, 36, 0.00025597093489159015
