seconds,ts,rtt
1664915975, 1664915975.4346735, 261.44981384277344
1664915976, 1664915975.934672, 146.85964584350586
1664915976, 1664915976.434674, 185.22930145263672
1664915977, 1664915976.934676, 208.66918563842773
1664915978, 1664915977.4346726, 736.4377975463867
1664915978, 1664915977.9349875, 277.8201103210449
1664915978, 1664915978.4349895, 193.33815574645996
1664915979, 1664915978.9349887, 148.5884189605713
1664915979, 1664915979.4349918, 138.63396644592285
1664915980, 1664915979.9349904, 154.09255027770996
1664915980, 1664915980.43499, 117.2187328338623
1664915980, 1664915980.9349887, 9.986162185668945
1664915981, 1664915981.434989, 13.98158073425293
1664915981, 1664915981.9349892, 10.02049446105957
1664915982, 1664915982.4349895, 10.087728500366211
1664915982, 1664915982.93499, 9.34910774230957
1664915983, 1664915983.4349902, 9.028196334838867
